"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8031","should login with valid credentials","","Wed Aug 21 15:22:21 BRT 2024","passed","Wed Aug 21 15:22:29 BRT 2024","","My Login application","",""
